date,RSV Detections,RSV Tests,Surveillance Year,Week ending Code ,temp_c,vapor_pressure_hpa
2017-07-29,107,5589,1718,1730,23.960613468515994,20.10241067655581
2017-08-05,124,5533,1718,1731,23.31967191940068,19.107884513407665
2017-08-12,120,5571,1718,1732,22.74864131838612,19.355069538076464
2017-08-19,159,6272,1718,1733,23.672092243402894,20.08128617721836
2017-08-26,163,6704,1718,1734,22.44084047012833,17.973996186935196
2017-09-02,194,7410,1718,1735,21.23877850792424,16.846266003921397
2017-09-09,231,8019,1718,1736,19.77465309181116,14.957241535312662
2017-09-16,210,9627,1718,1737,20.47631429015383,16.50964638951947
2017-09-23,243,10288,1718,1738,20.921447514096656,17.39863695497418
2017-09-30,300,10960,1718,1739,18.34859147715632,14.185412876108352
2017-10-07,425,12172,1718,1740,17.839075393367846,14.324294102153132
2017-10-14,484,12575,1718,1741,16.053720196083464,13.142144974569636
2017-10-21,617,13281,1718,1742,14.5381836786902,10.19939981108598
2017-10-28,791,14241,1718,1743,11.491183187498397,8.820588701925537
2017-11-04,1000,14685,1718,1744,10.664833056159653,9.300480013112525
2017-11-11,1434,16273,1718,1745,6.455712365591398,6.908524827662206
2017-11-18,1852,17587,1718,1746,7.564484611626771,7.280586902564812
2017-11-25,2031,16461,1718,1747,7.040264280939894,6.247018319883184
2017-12-02,2396,19351,1718,1748,7.650192643583684,6.8937324543619205
2017-12-09,2939,21675,1718,1749,3.0909602332843025,5.064408814662601
2017-12-16,3060,22277,1718,1750,1.9073205200678351,4.541487987189166
2017-12-23,3975,29129,1718,1751,3.7976249356002056,5.9367866250463175
2017-12-30,4640,34139,1718,1752,-4.890118740320083,2.7583536263125024
2018-01-06,4599,37510,1718,1801,-5.524022317640706,2.478292006559198
